,student_id,student_major,student_age,student_gpa,is_undergrad,scholarship_percentage,student_batch,student_outstanding_fees,max_credits/semester,student_name
103,104,Computer Science,22,3.25,yes,10,2021,25920.0,16,Mohamed Youssef
104,105,Computer Science,19,0.44,yes,0,2021,28800.0,0,Doaa Abdelrahman
105,106,Computer Science,21,1.76,yes,0,2024,51200.0,12,Ahmed Tamer
106,107,Computer Science,18,3.78,yes,35,2021,18720.0,16,Marwa Yehia
107,108,Mathematics,22,1.43,yes,0,2023,44800.0,0,Abdelrahman Mahmoud
108,109,Computer Science,18,2.64,yes,0,2023,44800.0,16,Doaa Tamer
109,110,Mathematics,18,3.0,yes,10,2021,25920.0,16,Ahmed Yehia
110,111,Mathematics,25,0.59,yes,0,2021,28800.0,0,Toaa Youssef
111,112,Computer Science,24,2.46,yes,0,2020,25600.0,12,Mohamed Yehia
112,113,Science,20,3.02,yes,10,2021,25920.0,16,Esraa Ahmed
113,114,Engineering,21,3.66,yes,35,2021,18720.0,16,Abdelrahman Abdelrahman
114,115,Mathematics,18,2.25,yes,0,2023,44800.0,12,Esraa Mohamed
115,116,Engineering,19,1.4,yes,0,2020,25600.0,0,Moustafa Mahmoud
116,117,Engineering,18,1.19,yes,0,2023,44800.0,0,Mariam Mahmoud
117,118,Mathematics,24,3.59,yes,25,2021,21600.0,16,Moustafa Khalid
118,119,Engineering,21,4.0,yes,100,2023,0.0,16,Marwa Khalid
119,120,Mathematics,23,3.43,yes,25,2021,21600.0,16,Khalid Naser
120,121,Engineering,24,4.0,yes,100,2023,0.0,16,Yousra Mohamed
121,122,Science,21,1.69,yes,0,2021,28800.0,12,Youssef Naser
122,123,Science,19,1.11,yes,0,2021,28800.0,0,Mayar Yehia
123,124,Engineering,23,1.22,yes,0,2023,44800.0,0,Mohamed Ahmed
124,125,Computer Science,18,2.08,yes,0,2023,44800.0,12,Doha Moustafa
125,126,Science,21,2.64,yes,0,2022,32000.0,16,Mohamed Yehia
126,127,Computer Science,25,2.04,yes,0,2020,25600.0,12,Mayar Ahmed
127,128,Mathematics,19,1.22,yes,0,2022,32000.0,0,Mohamed Khalid
128,129,Engineering,20,0.08,yes,0,2023,44800.0,0,Marwa Mohamed
129,130,Engineering,22,3.43,yes,25,2024,38400.0,16,Khalid Mohamed
130,131,Mathematics,20,2.37,yes,0,2021,28800.0,12,Yousra Naser
131,132,Mathematics,25,1.55,yes,0,2020,25600.0,12,Abdelrahman Khalid
132,133,Science,18,1.58,yes,0,2021,28800.0,12,Mayar Mohamed
133,134,Engineering,20,3.82,yes,35,2021,18720.0,16,Yehia Tamer
134,135,Engineering,25,3.05,yes,10,2023,40320.0,16,Sabah Tamer
135,136,Mathematics,20,3.84,yes,35,2021,18720.0,16,Abdelrahman Naser
136,137,Science,18,2.68,yes,0,2022,32000.0,16,Doha Moustafa
137,138,Engineering,23,3.27,yes,10,2023,40320.0,16,Moustafa Mohamed
138,139,Engineering,20,1.06,yes,0,2021,28800.0,0,Mayar Mahmoud
139,140,Mathematics,18,1.25,yes,0,2023,44800.0,0,Ahmed Tamer
140,141,Engineering,22,3.04,yes,10,2020,23040.0,16,Doha Mahmoud
141,142,Computer Science,18,3.67,yes,35,2023,29120.0,16,Moustafa Ahmed
142,143,Engineering,18,1.81,yes,0,2023,44800.0,12,Sabah Mahmoud
143,144,Engineering,25,0.59,yes,0,2022,32000.0,0,Khalid Yehia
144,145,Engineering,24,0.81,yes,0,2022,32000.0,0,Sabah Khalid
145,146,Mathematics,21,0.52,yes,0,2022,32000.0,0,Naser Mohamed
146,147,Mathematics,19,1.73,yes,0,2023,44800.0,12,Esraa Mahmoud
147,148,Science,24,3.59,yes,25,2020,19200.0,16,Yehia Mahmoud
148,149,Computer Science,19,2.49,yes,0,2024,51200.0,12,Esraa Mahmoud
149,150,Engineering,18,1.93,yes,0,2021,28800.0,12,Mohamed Tamer
150,151,Engineering,21,3.67,yes,35,2021,18720.0,16,Doaa Naser
151,152,Mathematics,24,2.35,yes,0,2022,32000.0,12,Tamer Ahmed
152,153,Computer Science,24,1.98,yes,0,2021,28800.0,12,Toaa Abdelrahman
153,154,Mathematics,20,0.58,yes,0,2023,44800.0,0,Mohamed Yehia
154,155,Mathematics,20,3.91,yes,35,2021,18720.0,16,Doha Naser
155,156,Engineering,21,0.84,yes,0,2023,44800.0,0,Mohamed Tamer
156,157,Mathematics,21,0.68,yes,0,2023,44800.0,0,Mariam Khalid
157,158,Mathematics,19,2.26,yes,0,2024,51200.0,12,Youssef Ahmed
158,159,Computer Science,21,1.95,yes,0,2021,28800.0,12,Toaa Moustafa
159,160,Science,24,0.94,yes,0,2023,44800.0,0,Khalid Mahmoud
160,161,Science,20,3.13,yes,10,2023,40320.0,16,Doaa Abdelrahman
161,162,Mathematics,24,3.0,yes,10,2021,25920.0,16,Yehia Tamer
162,163,Engineering,21,2.13,yes,0,2023,44800.0,12,Mariam Abdelrahman
163,164,Mathematics,21,3.69,yes,35,2023,29120.0,16,Mohamed Moustafa
164,165,Engineering,22,2.86,yes,0,2022,32000.0,16,Yousra Ahmed
165,166,Science,18,0.98,yes,0,2023,44800.0,0,Ahmed Abdelrahman
166,167,Mathematics,20,3.38,yes,25,2024,38400.0,16,Doha Khalid
167,168,Engineering,20,0.78,yes,0,2024,51200.0,0,Khalid Mahmoud
168,169,Computer Science,25,1.2,yes,0,2023,44800.0,0,Mariam Moustafa
169,170,Engineering,21,0.47,yes,0,2022,32000.0,0,Khalid Mahmoud
170,171,Computer Science,23,3.38,yes,25,2023,33600.0,16,Mariam Khalid
171,172,Mathematics,19,1.33,yes,0,2020,25600.0,0,Yehia Tamer
172,173,Mathematics,19,1.61,yes,0,2022,32000.0,12,Doaa Ahmed
173,174,Engineering,23,3.5,yes,25,2023,33600.0,16,Moustafa Tamer
174,175,Engineering,21,3.75,yes,35,2024,33280.0,16,Esraa Naser
175,176,Computer Science,21,1.9,yes,0,2023,44800.0,12,Ahmed Ahmed
176,177,Science,18,2.58,yes,0,2021,28800.0,16,Esraa Mohamed
177,178,Mathematics,19,3.62,yes,25,2020,19200.0,16,Naser Ahmed
178,179,Computer Science,20,2.27,yes,0,2022,32000.0,12,Doaa Youssef
179,180,Science,20,0.36,yes,0,2023,44800.0,0,Ahmed Youssef
180,181,Science,19,3.43,yes,25,2023,33600.0,16,Mariam Abdelrahman
181,182,Engineering,22,0.21,yes,0,2022,32000.0,0,Abdelrahman Mohamed
182,183,Science,22,0.77,yes,0,2022,32000.0,0,Doaa Ahmed
183,184,Computer Science,20,4.0,yes,100,2022,0.0,16,Mohamed Mahmoud
184,185,Mathematics,23,2.41,yes,0,2022,32000.0,12,Esraa Moustafa
185,186,Engineering,23,3.58,yes,25,2022,24000.0,16,Mohamed Tamer
186,187,Engineering,23,0.63,yes,0,2021,28800.0,0,Esraa Abdelrahman
187,188,Computer Science,18,3.81,yes,35,2021,18720.0,16,Tamer Moustafa
188,189,Science,18,2.93,yes,0,2023,44800.0,16,Esraa Naser
189,190,Mathematics,24,0.88,yes,0,2023,44800.0,0,Moustafa Tamer
190,191,Mathematics,20,1.57,yes,0,2021,28800.0,12,Sabah Khalid
191,192,Engineering,24,0.62,yes,0,2020,25600.0,0,Khalid Naser
192,193,Mathematics,21,1.39,yes,0,2023,44800.0,0,Sabah Moustafa
193,194,Computer Science,20,1.44,yes,0,2021,28800.0,0,Yehia Abdelrahman
194,195,Science,21,2.57,yes,0,2023,44800.0,16,Sabah Yehia
195,196,Computer Science,18,0.62,yes,0,2024,51200.0,0,Tamer Moustafa
196,197,Mathematics,23,3.15,yes,10,2021,25920.0,16,Doha Mahmoud
197,198,Computer Science,22,1.74,yes,0,2021,28800.0,12,Mahmoud Khalid
198,199,Computer Science,23,0.97,yes,0,2023,44800.0,0,Sabah Youssef
199,200,Mathematics,18,4.0,yes,100,2024,0.0,16,Mahmoud Yehia
200,201,Mathematics,21,3.3,yes,10,2021,25920.0,16,Mayar Khalid
201,202,Mathematics,21,1.8,yes,0,2021,28800.0,12,Yehia Mohamed
202,203,Computer Science,24,3.15,yes,10,2023,40320.0,16,Mariam Mahmoud
203,204,Mathematics,18,3.21,yes,10,2021,25920.0,16,Youssef Khalid
204,205,Science,25,3.55,yes,25,2020,19200.0,16,Doaa Moustafa
205,206,Engineering,22,3.98,yes,35,2021,18720.0,16,Abdelrahman Mahmoud
206,207,Engineering,18,1.77,yes,0,2023,44800.0,12,Toaa Abdelrahman
207,208,Computer Science,24,1.89,yes,0,2023,44800.0,12,Moustafa Mahmoud
208,209,Science,18,3.44,yes,25,2021,21600.0,16,Marwa Abdelrahman
209,210,Engineering,21,1.07,yes,0,2022,32000.0,0,Mohamed Mahmoud
210,211,Mathematics,21,2.5,yes,0,2021,28800.0,16,Doha Tamer
211,212,Computer Science,20,2.09,yes,0,2022,32000.0,12,Ahmed Tamer
212,213,Mathematics,23,2.62,yes,0,2021,28800.0,16,Yousra Youssef
213,214,Computer Science,21,3.33,yes,25,2020,19200.0,16,Naser Abdelrahman
214,215,Computer Science,22,0.44,yes,0,2021,28800.0,0,Doha Ahmed
215,216,Science,19,0.41,yes,0,2021,28800.0,0,Youssef Ahmed
216,217,Engineering,23,4.0,yes,100,2021,0.0,16,Doaa Mahmoud
217,218,Computer Science,19,0.84,yes,0,2021,28800.0,0,Naser Naser
218,219,Mathematics,24,3.0,yes,10,2022,28800.0,16,Doaa Youssef
219,220,Mathematics,23,3.25,yes,10,2022,28800.0,16,Yehia Moustafa
220,221,Science,21,2.63,yes,0,2020,25600.0,16,Mayar Mahmoud
221,222,Science,23,1.21,yes,0,2024,51200.0,0,Yehia Tamer
222,223,Mathematics,22,1.74,yes,0,2023,44800.0,12,Mayar Naser
223,224,Science,21,1.11,yes,0,2022,32000.0,0,Mahmoud Moustafa
224,225,Mathematics,19,3.69,yes,35,2023,29120.0,16,Mayar Mohamed
225,226,Science,24,1.29,yes,0,2021,28800.0,0,Naser Youssef
226,227,Engineering,20,1.31,yes,0,2022,32000.0,0,Yousra Moustafa
227,228,Mathematics,21,3.69,yes,35,2023,29120.0,16,Ahmed Tamer
228,229,Computer Science,18,1.85,yes,0,2023,44800.0,12,Esraa Ahmed
229,230,Computer Science,21,3.93,yes,35,2023,29120.0,16,Mohamed Mohamed
230,231,Science,23,3.12,yes,10,2021,25920.0,16,Sabah Mohamed
231,232,Engineering,19,1.57,yes,0,2020,25600.0,12,Mahmoud Mohamed
232,233,Computer Science,19,3.97,yes,35,2022,20800.0,16,Marwa Yehia
233,234,Mathematics,24,2.63,yes,0,2022,32000.0,16,Mahmoud Moustafa
234,235,Science,24,3.1,yes,10,2023,40320.0,16,Esraa Yehia
235,236,Science,25,3.51,yes,25,2023,33600.0,16,Naser Khalid
236,237,Mathematics,18,3.78,yes,35,2021,18720.0,16,Doha Moustafa
237,238,Mathematics,24,3.37,yes,25,2020,19200.0,16,Mahmoud Moustafa
238,239,Engineering,22,1.17,yes,0,2024,51200.0,0,Marwa Mahmoud
239,240,Computer Science,23,0.11,yes,0,2023,44800.0,0,Yehia Naser
240,241,Mathematics,20,2.88,yes,0,2022,32000.0,16,Mayar Naser
241,242,Computer Science,24,-0.13,yes,0,2024,51200.0,0,Mahmoud Moustafa
242,243,Mathematics,25,-0.15,yes,0,2021,28800.0,0,Sabah Naser
243,244,Engineering,21,1.99,yes,0,2020,25600.0,12,Naser Ahmed
244,245,Engineering,25,4.0,yes,100,2022,0.0,16,Sabah Mohamed
245,246,Computer Science,25,0.47,yes,0,2021,28800.0,0,Mahmoud Mohamed
246,247,Science,23,-0.05,yes,0,2020,25600.0,0,Sabah Youssef
247,248,Mathematics,19,2.71,yes,0,2022,32000.0,16,Youssef Moustafa
248,249,Engineering,25,0.84,yes,0,2022,32000.0,0,Mayar Mahmoud
249,250,Mathematics,24,4.0,yes,100,2023,0.0,16,Mahmoud Ahmed
250,251,Computer Science,20,1.3,yes,0,2024,51200.0,0,Sabah Mahmoud
251,252,Computer Science,22,3.33,yes,25,2024,38400.0,16,Yehia Abdelrahman
252,253,Science,23,3.26,yes,10,2023,40320.0,16,Esraa Moustafa
253,254,Computer Science,20,1.43,yes,0,2023,44800.0,0,Mohamed Khalid
254,255,Computer Science,21,0.16,yes,0,2024,51200.0,0,Sabah Youssef
255,256,Engineering,23,1.8,yes,0,2024,51200.0,12,Moustafa Mohamed
256,257,Science,25,3.19,yes,10,2021,25920.0,16,Toaa Tamer
257,258,Science,24,1.48,yes,0,2023,44800.0,0,Ahmed Youssef
258,259,Computer Science,25,3.24,yes,10,2023,40320.0,16,Doha Naser
259,260,Mathematics,25,0.44,yes,0,2024,51200.0,0,Mohamed Mohamed
260,261,Science,23,1.59,yes,0,2020,25600.0,12,Esraa Abdelrahman
261,262,Computer Science,21,3.1,yes,10,2021,25920.0,16,Abdelrahman Yehia
262,263,Engineering,24,1.11,yes,0,2021,28800.0,0,Mayar Mohamed
263,264,Computer Science,19,2.5,yes,0,2021,28800.0,16,Abdelrahman Youssef
264,265,Mathematics,18,0.39,yes,0,2021,28800.0,0,Marwa Yehia
265,266,Mathematics,18,3.09,yes,10,2021,25920.0,16,Ahmed Ahmed
266,267,Engineering,24,1.47,yes,0,2024,51200.0,0,Mayar Naser
267,268,Science,24,3.09,yes,10,2022,28800.0,16,Mahmoud Naser
268,269,Science,23,0.08,yes,0,2021,28800.0,0,Mariam Abdelrahman
269,270,Mathematics,20,3.06,yes,10,2021,25920.0,16,Yehia Abdelrahman
270,271,Computer Science,24,1.38,yes,0,2023,44800.0,0,Toaa Mahmoud
271,272,Science,18,2.42,yes,0,2023,44800.0,12,Tamer Ahmed
272,273,Computer Science,18,1.38,yes,0,2024,51200.0,0,Doaa Moustafa
273,274,Science,18,2.89,yes,0,2021,28800.0,16,Abdelrahman Khalid
274,275,Mathematics,25,3.08,yes,10,2024,46080.0,16,Mariam Moustafa
275,276,Computer Science,19,2.97,yes,0,2021,28800.0,16,Ahmed Mahmoud
276,277,Mathematics,20,4.0,yes,100,2023,0.0,16,Toaa Mahmoud
277,278,Mathematics,19,3.29,yes,10,2021,25920.0,16,Ahmed Abdelrahman
278,279,Science,23,2.18,yes,0,2023,44800.0,12,Doaa Naser
279,280,Computer Science,21,1.87,yes,0,2024,51200.0,12,Khalid Youssef
280,281,Computer Science,22,0.68,yes,0,2023,44800.0,0,Esraa Ahmed
281,282,Computer Science,22,0.8,yes,0,2022,32000.0,0,Naser Tamer
282,283,Science,20,3.68,yes,35,2023,29120.0,16,Sabah Naser
283,284,Mathematics,19,0.08,yes,0,2022,32000.0,0,Naser Abdelrahman
284,285,Engineering,18,3.11,yes,10,2020,23040.0,16,Doaa Youssef
285,286,Engineering,22,3.1,yes,10,2020,23040.0,16,Youssef Mohamed
286,287,Engineering,21,2.05,yes,0,2023,44800.0,12,Marwa Mohamed
287,288,Computer Science,25,0.25,yes,0,2023,44800.0,0,Abdelrahman Ahmed
288,289,Computer Science,19,3.83,yes,35,2021,18720.0,16,Doha Youssef
289,290,Computer Science,19,1.03,yes,0,2023,44800.0,0,Moustafa Ahmed
290,291,Science,21,2.36,yes,0,2022,32000.0,12,Doaa Naser
291,292,Science,25,0.82,yes,0,2020,25600.0,0,Mahmoud Mahmoud
292,293,Computer Science,20,3.62,yes,25,2024,38400.0,16,Doha Khalid
293,294,Mathematics,23,2.89,yes,0,2022,32000.0,16,Naser Naser
294,295,Computer Science,19,0.49,yes,0,2021,28800.0,0,Esraa Khalid
295,296,Computer Science,20,1.24,yes,0,2022,32000.0,0,Khalid Youssef
296,297,Engineering,25,1.67,yes,0,2024,51200.0,12,Yousra Naser
297,298,Mathematics,18,1.56,yes,0,2020,25600.0,12,Naser Abdelrahman
298,299,Science,22,3.89,yes,35,2023,29120.0,16,Doha Youssef
299,300,Science,21,1.21,yes,0,2022,32000.0,0,Yehia Moustafa
300,301,Computer Science,18,0.12,yes,0,2023,44800.0,0,Doaa Youssef
301,302,Mathematics,21,1.39,yes,0,2024,51200.0,0,Tamer Mohamed
302,303,Computer Science,20,-0.07,yes,0,2020,25600.0,0,Mariam Tamer
303,304,Mathematics,19,0.7,yes,0,2022,32000.0,0,Ahmed Youssef
304,305,Computer Science,19,2.59,yes,0,2023,44800.0,16,Mariam Ahmed
305,306,Computer Science,24,4.0,yes,100,2023,0.0,16,Youssef Khalid
306,307,Science,19,2.6,yes,0,2021,28800.0,16,Doaa Youssef
307,308,Computer Science,21,0.59,yes,0,2022,32000.0,0,Moustafa Naser
308,309,Engineering,19,0.59,yes,0,2021,28800.0,0,Doha Mohamed
309,310,Computer Science,18,3.32,yes,10,2022,28800.0,16,Mohamed Abdelrahman
310,311,Mathematics,25,1.29,yes,0,2024,51200.0,0,Mayar Ahmed
311,312,Computer Science,23,2.92,yes,0,2024,51200.0,16,Abdelrahman Mohamed
312,313,Computer Science,19,2.62,yes,0,2023,44800.0,16,Doaa Khalid
313,314,Computer Science,23,1.46,yes,0,2024,51200.0,0,Abdelrahman Ahmed
314,315,Computer Science,25,1.0,yes,0,2023,44800.0,0,Sabah Abdelrahman
315,316,Engineering,21,4.0,yes,100,2022,0.0,16,Ahmed Tamer
316,317,Engineering,25,0.94,yes,0,2022,32000.0,0,Mariam Khalid
317,318,Computer Science,25,0.52,yes,0,2022,32000.0,0,Tamer Abdelrahman
318,319,Science,22,0.29,yes,0,2022,32000.0,0,Esraa Moustafa
319,320,Engineering,20,0.4,yes,0,2020,25600.0,0,Mahmoud Khalid
320,321,Mathematics,21,1.23,yes,0,2020,25600.0,0,Marwa Moustafa
321,322,Mathematics,21,3.29,yes,10,2021,25920.0,16,Mohamed Naser
322,323,Science,21,0.45,yes,0,2023,44800.0,0,Mayar Yehia
323,324,Science,21,0.26,yes,0,2022,32000.0,0,Abdelrahman Yehia
324,325,Mathematics,21,3.13,yes,10,2023,40320.0,16,Doha Tamer
325,326,Computer Science,23,1.1,yes,0,2021,28800.0,0,Khalid Moustafa
326,327,Computer Science,23,1.91,yes,0,2021,28800.0,12,Yousra Tamer
327,328,Computer Science,19,2.13,yes,0,2022,32000.0,12,Tamer Mohamed
328,329,Science,19,2.78,yes,0,2023,44800.0,16,Marwa Tamer
329,330,Engineering,21,1.05,yes,0,2022,32000.0,0,Tamer Naser
330,331,Mathematics,23,1.07,yes,0,2022,32000.0,0,Toaa Yehia
331,332,Engineering,24,2.03,yes,0,2021,28800.0,12,Tamer Khalid
332,333,Mathematics,23,1.94,yes,0,2024,51200.0,12,Toaa Ahmed
333,334,Science,22,2.89,yes,0,2022,32000.0,16,Moustafa Mahmoud
334,335,Engineering,21,3.99,yes,35,2024,33280.0,16,Mariam Tamer
335,336,Engineering,25,2.54,yes,0,2024,51200.0,16,Youssef Khalid
336,337,Computer Science,23,1.16,yes,0,2020,25600.0,0,Mariam Youssef
337,338,Mathematics,20,2.75,yes,0,2024,51200.0,16,Abdelrahman Yehia
338,339,Science,18,0.73,yes,0,2024,51200.0,0,Mariam Abdelrahman
339,340,Science,24,1.69,yes,0,2023,44800.0,12,Youssef Naser
340,341,Science,24,2.94,yes,0,2023,44800.0,16,Doaa Mohamed
341,342,Science,19,2.67,yes,0,2022,32000.0,16,Khalid Khalid
342,343,Computer Science,19,1.71,yes,0,2021,28800.0,12,Sabah Ahmed
343,344,Science,21,-0.1,yes,0,2021,28800.0,0,Moustafa Ahmed
344,345,Engineering,23,0.37,yes,0,2021,28800.0,0,Doaa Moustafa
345,346,Mathematics,21,2.49,yes,0,2024,51200.0,12,Abdelrahman Youssef
